code,muni_name,prefecture,land_component,in_scope,block,exclusion_reason,area_km2,graph_component
01601,日高支庁日高町,北海道,1,TRUE,Hokkaido,NA,563.886,1
01602,日高支庁平取町,北海道,1,TRUE,Hokkaido,NA,743.429,1
01603,日高支庁門別町,北海道,1,TRUE,Hokkaido,NA,428.448,1
01604,日高支庁新冠町,北海道,1,TRUE,Hokkaido,NA,586.014,1
01605,日高支庁静内町,北海道,1,TRUE,Hokkaido,NA,801.345,1
01606,日高支庁三石町,北海道,1,TRUE,Hokkaido,NA,346.094,1
01607,日高支庁浦河町,北海道,1,TRUE,Hokkaido,NA,694.19,1
01608,日高支庁様似町,北海道,1,TRUE,Hokkaido,NA,364.042,1
01609,日高支庁えりも町,北海道,1,TRUE,Hokkaido,NA,284.006,1
01631,十勝支庁音更町,北海道,1,TRUE,Hokkaido,NA,466.036,1
01632,十勝支庁士幌町,北海道,1,TRUE,Hokkaido,NA,259.114,1
01633,十勝支庁上士幌町,北海道,1,TRUE,Hokkaido,NA,696.349,1
01634,十勝支庁鹿追町,北海道,1,TRUE,Hokkaido,NA,404.148,1
01635,十勝支庁新得町,北海道,1,TRUE,Hokkaido,NA,1064.266,1
01636,十勝支庁清水町,北海道,1,TRUE,Hokkaido,NA,401.941,1
01637,十勝支庁芽室町,北海道,1,TRUE,Hokkaido,NA,513.672,1
01638,十勝支庁中札内村,北海道,1,TRUE,Hokkaido,NA,292.883,1
01639,十勝支庁更別村,北海道,1,TRUE,Hokkaido,NA,178.015,1
01640,十勝支庁忠類村,北海道,1,TRUE,Hokkaido,NA,136.145,1
01641,十勝支庁大樹町,北海道,1,TRUE,Hokkaido,NA,816.092,1
01642,十勝支庁広尾町,北海道,1,TRUE,Hokkaido,NA,596.192,1
01643,十勝支庁幕別町,北海道,1,TRUE,Hokkaido,NA,340.314,1
01644,十勝支庁池田町,北海道,1,TRUE,Hokkaido,NA,372.041,1
01645,十勝支庁豊頃町,北海道,1,TRUE,Hokkaido,NA,536.228,1
01646,十勝支庁本別町,北海道,1,TRUE,Hokkaido,NA,391.473,1
01647,十勝支庁足寄町,北海道,1,TRUE,Hokkaido,NA,1408.331,1
01648,十勝支庁陸別町,北海道,1,TRUE,Hokkaido,NA,608.75,1
01649,十勝支庁浦幌町,北海道,1,TRUE,Hokkaido,NA,729.984,1
01661,釧路支庁釧路町,北海道,1,TRUE,Hokkaido,NA,249.868,1
01662,釧路支庁厚岸町,北海道,1,TRUE,Hokkaido,NA,704.696,1
01663,釧路支庁浜中町,北海道,1,TRUE,Hokkaido,NA,427.392,1
01664,釧路支庁標茶町,北海道,1,TRUE,Hokkaido,NA,1099.688,1
01665,釧路支庁弟子屈町,北海道,1,TRUE,Hokkaido,NA,673.113,1
01666,釧路支庁阿寒町,北海道,1,TRUE,Hokkaido,NA,725.265,1
01667,釧路支庁鶴居村,北海道,1,TRUE,Hokkaido,NA,572.246,1
01668,釧路支庁白糠町,北海道,1,TRUE,Hokkaido,NA,773.855,1
01669,釧路支庁音別町,北海道,1,TRUE,Hokkaido,NA,401.095,1
01691,根室支庁別海町,北海道,1,TRUE,Hokkaido,NA,1345.409,1
01692,根室支庁中標津町,北海道,1,TRUE,Hokkaido,NA,685.119,1
01693,根室支庁標津町,北海道,1,TRUE,Hokkaido,NA,624.481,1
01694,根室支庁羅臼町,北海道,1,TRUE,Hokkaido,NA,397.601,1
01695,根室支庁色丹村,北海道,5,FALSE,NA,island with no permanent road link to a main island,253.639,5
01696,根室支庁泊村,北海道,6,FALSE,NA,island with no permanent road link to a main island,1498.419,6
01698,根室支庁留別村,北海道,7,FALSE,NA,island with no permanent road link to a main island,3184.075,7
02201,青森市,青森県,8,TRUE,Honshu,NA,692.258,8
02202,弘前市,青森県,8,TRUE,Honshu,NA,273.715,8
02203,八戸市,青森県,8,TRUE,Honshu,NA,213.156,8
02204,黒石市,青森県,8,TRUE,Honshu,NA,216.908,8
02205,五所川原市,青森県,8,TRUE,Honshu,NA,167.192,8
02206,十和田市,青森県,8,TRUE,Honshu,NA,317.044,8
02207,三沢市,青森県,8,TRUE,Honshu,NA,119.989,8
02208,むつ市,青森県,8,TRUE,Honshu,NA,241.114,8
02301,東津軽郡平内町,青森県,8,TRUE,Honshu,NA,216.815,8
02302,東津軽郡蟹田町,青森県,8,TRUE,Honshu,NA,116.367,8
02303,東津軽郡今別町,青森県,8,TRUE,Honshu,NA,125.277,8
02304,東津軽郡蓬田村,青森県,8,TRUE,Honshu,NA,80.529,8
02305,東津軽郡平舘村,青森県,8,TRUE,Honshu,NA,48.174,8
02306,東津軽郡三厩村,青森県,8,TRUE,Honshu,NA,65.264,8
02321,西津軽郡鰺ヶ沢町,青森県,8,TRUE,Honshu,NA,343.164,8
02322,西津軽郡木造町,青森県,8,TRUE,Honshu,NA,119.827,8
02323,西津軽郡深浦町,青森県,8,TRUE,Honshu,NA,315.332,8
02324,西津軽郡森田村,青森県,8,TRUE,Honshu,NA,24.283,8
02325,西津軽郡岩崎村,青森県,8,TRUE,Honshu,NA,173.32,8
02326,西津軽郡柏村,青森県,8,TRUE,Honshu,NA,14.213,8
02327,西津軽郡稲垣村,青森県,8,TRUE,Honshu,NA,33.172,8
02328,西津軽郡車力村,青森県,8,TRUE,Honshu,NA,62.227,8
02341,中津軽郡岩木町,青森県,8,TRUE,Honshu,NA,146.195,8
02342,中津軽郡相馬村,青森県,8,TRUE,Honshu,NA,103.915,8
02343,中津軽郡西目屋村,青森県,8,TRUE,Honshu,NA,246.543,8
02361,南津軽郡藤崎町,青森県,8,TRUE,Honshu,NA,21.958,8
02362,南津軽郡大鰐町,青森県,8,TRUE,Honshu,NA,163.455,8
02363,南津軽郡尾上町,青森県,8,TRUE,Honshu,NA,18.775,8
02364,南津軽郡浪岡町,青森県,8,TRUE,Honshu,NA,132.061,8
02365,南津軽郡平賀町,青森県,8,TRUE,Honshu,NA,221.71,8
02366,南津軽郡常盤村,青森県,8,TRUE,Honshu,NA,15.219,8
02367,南津軽郡田舎館村,青森県,8,TRUE,Honshu,NA,22.276,8
02368,南津軽郡碇ヶ関村,青森県,8,TRUE,Honshu,NA,105.354,8
02381,北津軽郡板柳町,青森県,8,TRUE,Honshu,NA,41.859,8
02382,北津軽郡金木町,青森県,8,TRUE,Honshu,NA,125.494,8
02383,北津軽郡中里町,青森県,8,TRUE,Honshu,NA,151.637,8
02384,北津軽郡鶴田町,青森県,8,TRUE,Honshu,NA,46.194,8
02385,北津軽郡市浦村,青森県,8,TRUE,Honshu,NA,111.665,8
02386,北津軽郡小泊村,青森県,8,TRUE,Honshu,NA,64.259,8
02401,上北郡野辺地町,青森県,8,TRUE,Honshu,NA,81.551,8
02402,上北郡七戸町,青森県,8,TRUE,Honshu,NA,135.115,8
02403,上北郡百石町,青森県,8,TRUE,Honshu,NA,21.492,8
02404,上北郡十和田湖町,青森県,8,TRUE,Honshu,NA,372.505,8
02405,上北郡六戸町,青森県,8,TRUE,Honshu,NA,84.064,8
02406,上北郡横浜町,青森県,8,TRUE,Honshu,NA,126.611,8
02407,上北郡上北町,青森県,8,TRUE,Honshu,NA,56.856,8
02408,上北郡東北町,青森県,8,TRUE,Honshu,NA,207.185,8
02409,上北郡天間林村,青森県,8,TRUE,Honshu,NA,201.693,8
02410,上北郡下田町,青森県,8,TRUE,Honshu,NA,50.47,8
02411,上北郡六ヶ所村,青森県,8,TRUE,Honshu,NA,251.935,8
02421,下北郡川内町,青森県,8,TRUE,Honshu,NA,323.702,8
02422,下北郡大畑町,青森県,8,TRUE,Honshu,NA,235.892,8
02423,下北郡大間町,青森県,8,TRUE,Honshu,NA,51.695,8
02424,下北郡東通村,青森県,8,TRUE,Honshu,NA,294.463,8
02425,下北郡風間浦村,青森県,8,TRUE,Honshu,NA,69.509,8
02426,下北郡佐井村,青森県,8,TRUE,Honshu,NA,134.869,8
02427,下北郡脇野沢村,青森県,8,TRUE,Honshu,NA,58.365,8
02441,三戸郡三戸町,青森県,8,TRUE,Honshu,NA,151.87,8
02442,三戸郡五戸町,青森県,8,TRUE,Honshu,NA,122.074,8
02443,三戸郡田子町,青森県,8,TRUE,Honshu,NA,241.864,8
02444,三戸郡名川町,青森県,8,TRUE,Honshu,NA,83.804,8
02445,三戸郡南部町,青森県,8,TRUE,Honshu,NA,29.478,8
02446,三戸郡階上町,青森県,8,TRUE,Honshu,NA,93.934,8
02447,三戸郡福地村,青森県,8,TRUE,Honshu,NA,40.2,8
02448,三戸郡南郷村,青森県,8,TRUE,Honshu,NA,90.747,8
02449,三戸郡倉石村,青森県,8,TRUE,Honshu,NA,55.619,8
02450,三戸郡新郷村,青森県,8,TRUE,Honshu,NA,150.73,8
03201,盛岡市,岩手県,8,TRUE,Honshu,NA,399.15,8
03202,宮古市,岩手県,8,TRUE,Honshu,NA,339.376,8
03203,大船渡市,岩手県,8,TRUE,Honshu,NA,185.722,8
03204,水沢市,岩手県,8,TRUE,Honshu,NA,96.849,8
03205,花巻市,岩手県,8,TRUE,Honshu,NA,385.514,8
03206,北上市,岩手県,8,TRUE,Honshu,NA,145.969,8
03207,久慈市,岩手県,8,TRUE,Honshu,NA,327.789,8
03208,遠野市,岩手県,8,TRUE,Honshu,NA,661.328,8
03209,一関市,岩手県,8,TRUE,Honshu,NA,410.3,8
03210,陸前高田市,岩手県,8,TRUE,Honshu,NA,231.905,8
03211,釜石市,岩手県,8,TRUE,Honshu,NA,442.985,8
03212,江刺市,岩手県,8,TRUE,Honshu,NA,362.264,8
03213,二戸市,岩手県,8,TRUE,Honshu,NA,240.457,8
03301,岩手郡雫石町,岩手県,8,TRUE,Honshu,NA,609.067,8
03302,岩手郡葛巻町,岩手県,8,TRUE,Honshu,NA,434.914,8
03303,岩手郡岩手町,岩手県,8,TRUE,Honshu,NA,360.595,8
03304,岩手郡西根町,岩手県,8,TRUE,Honshu,NA,167.171,8
03305,岩手郡滝沢村,岩手県,8,TRUE,Honshu,NA,182.175,8
03306,岩手郡松尾村,岩手県,8,TRUE,Honshu,NA,234.814,8
03307,岩手郡玉山村,岩手県,8,TRUE,Honshu,NA,397.287,8
03321,紫波郡紫波町,岩手県,8,TRUE,Honshu,NA,238.936,8
03322,紫波郡矢巾町,岩手県,8,TRUE,Honshu,NA,67.338,8
03323,紫波郡都南村,岩手県,8,TRUE,Honshu,NA,90.02,8
03341,稗貫郡大迫町,岩手県,8,TRUE,Honshu,NA,246.607,8
03342,稗貫郡石鳥谷町,岩手県,8,TRUE,Honshu,NA,118.527,8
03361,和賀郡東和町,岩手県,8,TRUE,Honshu,NA,157.762,8
03362,和賀郡和賀町,岩手県,8,TRUE,Honshu,NA,274.022,8
03363,和賀郡湯田町,岩手県,8,TRUE,Honshu,NA,304.583,8
03364,和賀郡江釣子村,岩手県,8,TRUE,Honshu,NA,17.507,8
03365,和賀郡沢内村,岩手県,8,TRUE,Honshu,NA,286.215,8
03381,胆沢郡金ヶ崎町,岩手県,8,TRUE,Honshu,NA,173.235,8
03382,胆沢郡前沢町,岩手県,8,TRUE,Honshu,NA,72.112,8
03383,胆沢郡胆沢町,岩手県,8,TRUE,Honshu,NA,304.784,8
03384,胆沢郡衣川村,岩手県,8,TRUE,Honshu,NA,163.355,8
03401,西磐井郡花泉町,岩手県,8,TRUE,Honshu,NA,126.921,8
03402,西磐井郡平泉町,岩手県,8,TRUE,Honshu,NA,63.622,8
03421,東磐井郡大東町,岩手県,8,TRUE,Honshu,NA,278.729,8
03422,東磐井郡藤沢町,岩手県,8,TRUE,Honshu,NA,123.21,8
03423,東磐井郡千厩町,岩手県,8,TRUE,Honshu,NA,89.852,8
03424,東磐井郡東山町,岩手県,8,TRUE,Honshu,NA,87.811,8
03425,東磐井郡室根村,岩手県,8,TRUE,Honshu,NA,97.239,8
03426,東磐井郡川崎村,岩手県,8,TRUE,Honshu,NA,42.428,8
03441,気仙郡住田町,岩手県,8,TRUE,Honshu,NA,334.642,8
03442,気仙郡三陸町,岩手県,8,TRUE,Honshu,NA,134.872,8
03461,上閉伊郡大槌町,岩手県,8,TRUE,Honshu,NA,200.355,8
03462,上閉伊郡宮守村,岩手県,8,TRUE,Honshu,NA,165.163,8
03481,下閉伊郡田老町,岩手県,8,TRUE,Honshu,NA,100.945,8
03482,下閉伊郡山田町,岩手県,8,TRUE,Honshu,NA,263.333,8
03483,下閉伊郡岩泉町,岩手県,8,TRUE,Honshu,NA,989.534,8
03484,下閉伊郡田野畑村,岩手県,8,TRUE,Honshu,NA,155.935,8
03485,下閉伊郡普代村,岩手県,8,TRUE,Honshu,NA,69.703,8
03486,下閉伊郡新里村,岩手県,8,TRUE,Honshu,NA,256.176,8
03487,下閉伊郡川井村,岩手県,8,TRUE,Honshu,NA,563.044,8
03501,九戸郡軽米町,岩手県,8,TRUE,Honshu,NA,245.943,8
03502,九戸郡種市町,岩手県,8,TRUE,Honshu,NA,168.333,8
03503,九戸郡野田村,岩手県,8,TRUE,Honshu,NA,83.845,8
03504,九戸郡山形村,岩手県,8,TRUE,Honshu,NA,295.831,8
03505,九戸郡大野村,岩手県,8,TRUE,Honshu,NA,134.395,8
03506,九戸郡九戸村,岩手県,8,TRUE,Honshu,NA,133.787,8
03521,二戸郡浄法寺町,岩手県,8,TRUE,Honshu,NA,179.767,8
03523,二戸郡安代町,岩手県,8,TRUE,Honshu,NA,460.251,8
03524,二戸郡一戸町,岩手県,8,TRUE,Honshu,NA,300.096,8
04100,仙台市,宮城県,8,TRUE,Honshu,NA,785.496,8
04202,石巻市,宮城県,8,TRUE,Honshu,NA,136.111,8
04203,塩竈市,宮城県,8,TRUE,Honshu,NA,16.986,8
04204,古川市,宮城県,8,TRUE,Honshu,NA,134.121,8
04205,気仙沼市,宮城県,8,TRUE,Honshu,NA,184.059,8
04206,白石市,宮城県,8,TRUE,Honshu,NA,286.635,8
04207,名取市,宮城県,8,TRUE,Honshu,NA,97.516,8
04208,角田市,宮城県,8,TRUE,Honshu,NA,147.636,8
04209,多賀城市,宮城県,8,TRUE,Honshu,NA,19.763,8
04211,岩沼市,宮城県,8,TRUE,Honshu,NA,60.557,8
04301,刈田郡蔵王町,宮城県,8,TRUE,Honshu,NA,155.313,8
